index,0,1,2
26457,0.502,0.09200000000000001,0.406
26458,0.31599999999999995,0.278,0.40599999999999997
26459,0.132,0.15799999999999997,0.71
26460,0.186,0.14,0.674
26461,0.022,0.032,0.9460000000000001
26462,0.014000000000000002,0.008,0.978
26463,0.036,0.178,0.786
26464,0.022,0.04,0.9380000000000001
26465,0.054000000000000006,0.536,0.41
26466,0.033999999999999996,0.514,0.45200000000000007
26467,0.024,0.046,0.93
26468,0.11800000000000002,0.13199999999999998,0.7499999999999999
26469,0.132,0.13999999999999999,0.728
26470,0.11600000000000002,0.126,0.758
26471,0.078,0.164,0.758
26472,0.378,0.43200000000000005,0.19
26473,0.138,0.144,0.718
26474,0.10400000000000001,0.20599999999999996,0.6900000000000001
26475,0.124,0.198,0.678
26476,0.078,0.33,0.592
26477,0.06799999999999999,0.13799999999999998,0.7939999999999999
26478,0.042,0.048,0.9099999999999999
26479,0.09200000000000001,0.17,0.7380000000000001
26480,0.06799999999999999,0.13999999999999999,0.792
26481,0.154,0.038,0.808
26482,0.12600000000000003,0.20800000000000002,0.666
26483,0.01,0.082,0.9079999999999998
26484,0.042,0.136,0.8219999999999998
26485,0.086,0.13,0.7839999999999999
26486,0.142,0.092,0.766
26487,0.13799999999999998,0.11800000000000002,0.744
26488,0.16999999999999998,0.434,0.396
26489,0.1,0.48200000000000004,0.418
26490,0.074,0.4739999999999999,0.45199999999999996
26491,0.124,0.33399999999999996,0.542
26492,0.07,0.28,0.65
26493,0.05399999999999999,0.326,0.62
26494,0.03,0.25400000000000006,0.716
26495,0.04,0.12200000000000003,0.8380000000000001
26496,0.048,0.13399999999999998,0.818
26497,0.1,0.25200000000000006,0.6479999999999999
26498,0.068,0.09999999999999999,0.8320000000000001
26499,0.066,0.044000000000000004,0.89
26500,0.128,0.182,0.69
26501,0.098,0.15000000000000002,0.752
26502,0.14200000000000002,0.16199999999999998,0.696
26503,0.124,0.08,0.796
26504,0.08600000000000001,0.364,0.55
26505,0.1,0.502,0.39799999999999996
26506,0.05,0.248,0.702
26507,0.036000000000000004,0.096,0.868
26508,0.062,0.1,0.8379999999999999
26509,0.076,0.10400000000000001,0.82
26510,0.062,0.63,0.308
26511,0.418,0.21799999999999997,0.36400000000000005
26512,0.16999999999999998,0.128,0.702
26513,0.13400000000000004,0.124,0.742
26514,0.08199999999999999,0.026000000000000002,0.892
26515,0.03,0.086,0.884
26516,0.052000000000000005,0.046,0.9019999999999999
26517,0.038,0.11599999999999999,0.8460000000000001
26518,0.03,0.07999999999999999,0.8899999999999999
26519,0.10200000000000001,0.184,0.7140000000000001
26520,0.11000000000000001,0.3,0.5900000000000001
26521,0.094,0.16599999999999998,0.74
26522,0.014000000000000002,0.4119999999999999,0.5740000000000001
26523,0.026000000000000002,0.046,0.9279999999999999
26524,0.312,0.126,0.562
26525,0.038,0.046,0.916
26526,0.092,0.286,0.622
26527,0.128,0.20800000000000002,0.6639999999999999
26528,0.092,0.5279999999999999,0.38
26529,0.08399999999999999,0.292,0.624
26530,0.414,0.18200000000000002,0.404
26531,0.30600000000000005,0.10200000000000001,0.592
26532,0.02,0.184,0.7959999999999999
26533,0.098,0.33999999999999997,0.562
26534,0.062,0.1,0.8380000000000001
26535,0.126,0.148,0.726
26536,0.064,0.10400000000000001,0.8320000000000001
26537,0.052000000000000005,0.066,0.882
26538,0.052000000000000005,0.054000000000000006,0.8939999999999999
26539,0.07,0.078,0.8520000000000001
26540,0.062,0.22599999999999998,0.712
26541,0.12200000000000003,0.256,0.622
26542,0.10600000000000001,0.20400000000000001,0.6900000000000001
