index,0,1,2
26457,0.64,0.11200000000000002,0.24800000000000005
26458,0.6,0.086,0.314
26459,0.196,0.052000000000000005,0.752
26460,0.15,0.098,0.752
26461,0.008,0.004,0.9879999999999999
26462,0.022,0.004,0.974
26463,0.012,0.066,0.922
26464,0.008,0.044,0.9480000000000001
26465,0.062,0.041999999999999996,0.8959999999999999
26466,0.008,0.048,0.944
26467,0.008,0.096,0.8960000000000001
26468,0.12000000000000002,0.172,0.708
26469,0.18,0.158,0.662
26470,0.1,0.096,0.8039999999999999
26471,0.076,0.05800000000000001,0.866
26472,0.17600000000000002,0.586,0.238
26473,0.132,0.186,0.682
26474,0.076,0.278,0.646
26475,0.09,0.21000000000000002,0.7
26476,0.094,0.366,0.54
26477,0.024,0.048,0.9279999999999999
26478,0.026000000000000002,0.046,0.9280000000000002
26479,0.048,0.11200000000000002,0.8400000000000001
26480,0.042,0.12,0.8380000000000001
26481,0.086,0.016,0.898
26482,0.062,0.188,0.75
26483,0.033999999999999996,0.11200000000000002,0.8540000000000001
26484,0.016,0.05600000000000001,0.9279999999999999
26485,0.052000000000000005,0.05600000000000001,0.892
26486,0.082,0.04,0.8780000000000001
26487,0.1,0.052000000000000005,0.8480000000000001
26488,0.526,0.336,0.138
26489,0.10200000000000001,0.7540000000000001,0.14400000000000002
26490,0.054000000000000006,0.646,0.3
26491,0.054000000000000006,0.29800000000000004,0.648
26492,0.022,0.096,0.882
26493,0.014000000000000002,0.10400000000000001,0.882
26494,0.012,0.17200000000000001,0.8160000000000001
26495,0.042,0.094,0.8640000000000001
26496,0.052000000000000005,0.11400000000000002,0.834
26497,0.068,0.16,0.772
26498,0.168,0.064,0.768
26499,0.030000000000000006,0.038000000000000006,0.932
26500,0.033999999999999996,0.06000000000000001,0.906
26501,0.048,0.054000000000000006,0.898
26502,0.426,0.156,0.418
26503,0.018,0.046,0.9359999999999999
26504,0.023999999999999997,0.536,0.44000000000000006
26505,0.036000000000000004,0.67,0.294
26506,0.012,0.08,0.908
26507,0.018,0.08600000000000001,0.8960000000000001
26508,0.08399999999999999,0.11200000000000002,0.8039999999999999
26509,0.084,0.098,0.818
26510,0.06400000000000002,0.664,0.27199999999999996
26511,0.528,0.164,0.308
26512,0.192,0.128,0.6799999999999999
26513,0.10999999999999999,0.142,0.748
26514,0.384,0.014000000000000002,0.6020000000000001
26515,0.072,0.074,0.8540000000000001
26516,0.032,0.04,0.9280000000000002
26517,0.004,0.118,0.8779999999999999
26518,0.042,0.384,0.574
26519,0.05600000000000001,0.186,0.758
26520,0.258,0.054000000000000006,0.688
26521,0.054000000000000006,0.072,0.874
26522,0.04,0.198,0.7619999999999999
26523,0.06,0.038,0.9019999999999999
26524,0.41,0.062,0.5279999999999999
26525,0.038000000000000006,0.03,0.932
26526,0.018,0.21200000000000002,0.7699999999999999
26527,0.08800000000000001,0.268,0.6439999999999999
26528,0.10800000000000001,0.44399999999999995,0.44799999999999995
26529,0.07,0.16399999999999998,0.766
26530,0.454,0.18000000000000002,0.366
26531,0.372,0.066,0.562
26532,0.032,0.13799999999999998,0.8300000000000001
26533,0.10600000000000001,0.23600000000000004,0.6579999999999999
26534,0.096,0.118,0.786
26535,0.08399999999999999,0.146,0.77
26536,0.062,0.128,0.8099999999999999
26537,0.036,0.078,0.8859999999999999
26538,0.041999999999999996,0.052000000000000005,0.9059999999999999
26539,0.048,0.055999999999999994,0.8959999999999999
26540,0.024,0.12,0.8560000000000001
26541,0.05,0.188,0.7619999999999999
26542,0.10600000000000001,0.284,0.61
26543,0.05,0.22999999999999998,0.72
26544,0.028000000000000004,0.646,0.32599999999999996
26545,0.08600000000000001,0.45,0.46399999999999997
26546,0.09,0.466,0.44399999999999995
26547,0.042,0.6,0.358
26548,0.10400000000000001,0.22599999999999998,0.6700000000000002
26549,0.024,0.656,0.32
26550,0.08399999999999999,0.382,0.534
26551,0.052000000000000005,0.21200000000000002,0.736
26552,0.07200000000000001,0.162,0.7660000000000001
26553,0.028000000000000004,0.568,0.4040000000000001
26554,0.055999999999999994,0.176,0.768
26555,0.05,0.196,0.7540000000000001
26556,0.054000000000000006,0.094,0.852
26557,0.028000000000000004,0.198,0.774
26558,0.06399999999999999,0.09799999999999999,0.8380000000000001
26559,0.06,0.304,0.6359999999999999
26560,0.038,0.23200000000000004,0.7300000000000001
26561,0.06,0.21000000000000002,0.7300000000000001
26562,0.038,0.29000000000000004,0.6719999999999999
26563,0.04,0.502,0.458
26564,0.11200000000000002,0.192,0.696
26565,0.516,0.04,0.44400000000000006
26566,0.088,0.32799999999999996,0.5840000000000001
26567,0.10999999999999999,0.442,0.44799999999999995
26568,0.07799999999999999,0.5820000000000001,0.33999999999999997
26569,0.038,0.748,0.21400000000000002
26570,0.03,0.6920000000000001,0.27799999999999997
26571,0.044,0.2,0.756
26572,0.068,0.176,0.756
26573,0.022,0.10999999999999999,0.868
26574,0.036,0.086,0.8779999999999999
26575,0.25,0.10800000000000001,0.642
26576,0.128,0.06000000000000001,0.8119999999999999
26577,0.238,0.27799999999999997,0.484
26578,0.06599999999999999,0.05800000000000001,0.876
26579,0.12400000000000003,0.252,0.6239999999999999
26580,0.06,0.296,0.6439999999999999
26581,0.042,0.27599999999999997,0.682
26582,0.026000000000000002,0.548,0.426
26583,0.09,0.05600000000000001,0.8540000000000001
26584,0.082,0.048,0.8699999999999999
26585,0.45,0.054000000000000006,0.496
26586,0.026000000000000002,0.10200000000000001,0.8720000000000001
26587,0.022000000000000002,0.186,0.792
26588,0.019999999999999997,0.098,0.882
26589,0.024,0.128,0.8479999999999999
26590,0.038,0.14999999999999997,0.8119999999999999
26591,0.042,0.138,0.82
26592,0.024,0.16,0.8160000000000001
26593,0.057999999999999996,0.51,0.43200000000000005
26594,0.11599999999999999,0.176,0.708
26595,0.04,0.034,0.9260000000000002
26596,0.078,0.264,0.658
26597,0.08,0.438,0.48200000000000004
26598,0.22599999999999998,0.076,0.6980000000000001
26599,0.236,0.062,0.702
26600,0.038,0.05800000000000001,0.9039999999999999
26601,0.04,0.064,0.8960000000000001
26602,0.032,0.066,0.9019999999999999
26603,0.024,0.07999999999999999,0.8960000000000001
26604,0.032,0.074,0.8939999999999999
26605,0.298,0.09,0.612
26606,0.72,0.078,0.202
26607,0.7180000000000001,0.066,0.21600000000000003
26608,0.6239999999999999,0.046,0.32999999999999996
26609,0.2,0.032,0.768
26610,0.14200000000000002,0.072,0.7859999999999999
26611,0.052000000000000005,0.196,0.752
26612,0.016,0.624,0.36000000000000004
26613,0.576,0.096,0.32799999999999996
26614,0.03,0.148,0.8220000000000001
26615,0.028000000000000004,0.08399999999999999,0.8879999999999999
26616,0.02,0.246,0.734
26617,0.028000000000000004,0.17,0.8019999999999999
26618,0.028000000000000004,0.09,0.882
26619,0.018000000000000002,0.04800000000000001,0.9339999999999999
26620,0.10400000000000001,0.152,0.744
26621,0.039999999999999994,0.33799999999999997,0.622
26622,0.044,0.152,0.804
26623,0.14,0.196,0.664
26624,0.09,0.12000000000000002,0.7899999999999999
26625,0.08,0.11800000000000002,0.8019999999999999
26626,0.052000000000000005,0.10200000000000001,0.8460000000000001
26627,0.044000000000000004,0.08399999999999999,0.8720000000000001
26628,0.044,0.06,0.8960000000000001
26629,0.034,0.05399999999999999,0.9120000000000001
26630,0.05800000000000001,0.11199999999999999,0.8300000000000001
26631,0.038,0.67,0.29200000000000004
26632,0.128,0.5,0.372
26633,0.052000000000000005,0.13999999999999999,0.808
26634,0.076,0.182,0.742
26635,0.132,0.10600000000000001,0.762
26636,0.032,0.08399999999999999,0.884
26637,0.05800000000000001,0.11200000000000002,0.8299999999999998
26638,0.046,0.08,0.874
26639,0.05,0.184,0.7659999999999999
26640,0.036000000000000004,0.22999999999999998,0.7340000000000002
26641,0.03,0.584,0.386
26642,0.03,0.33399999999999996,0.636
26643,0.044,0.586,0.37
26644,0.05600000000000001,0.06999999999999999,0.874
26645,0.036000000000000004,0.06000000000000001,0.9039999999999999
26646,0.072,0.06000000000000001,0.868
26647,0.068,0.057999999999999996,0.8739999999999999
26648,0.19,0.17400000000000002,0.636
26649,0.057999999999999996,0.184,0.758
26650,0.4779999999999999,0.174,0.34800000000000003
26651,0.154,0.49800000000000005,0.348
26652,0.042,0.10200000000000001,0.8560000000000001
26653,0.132,0.20400000000000001,0.6639999999999999
26654,0.1,0.10400000000000001,0.796
26655,0.08600000000000001,0.084,0.8300000000000001
26656,0.044,0.068,0.8880000000000001
26657,0.072,0.04,0.8880000000000001
26658,0.06,0.06599999999999999,0.874
26659,0.078,0.10799999999999998,0.8139999999999998
26660,0.1,0.18,0.72
26661,0.11000000000000001,0.08600000000000001,0.8039999999999999
26662,0.024,0.184,0.792
26663,0.024,0.45,0.526
26664,0.094,0.196,0.71
26665,0.06200000000000001,0.082,0.8560000000000001
26666,0.03799999999999999,0.048,0.914
26667,0.028000000000000004,0.076,0.8959999999999999
26668,0.124,0.15400000000000003,0.722
26669,0.06000000000000001,0.13199999999999998,0.808
26670,0.12800000000000003,0.502,0.37
26671,0.096,0.198,0.7060000000000001
26672,0.134,0.202,0.664
