index,0,1,2
26457,0.22428296556960878,0.7532192151178944,0.022497819312496923
26458,0.11370720063388887,0.24135634386361576,0.6449364555024953
26459,0.14099809117605222,0.20867939031789182,0.650322518506056
26460,0.2044820552232781,0.16078073767296724,0.6347372071037546
26461,0.07441685293678335,0.13525084915749444,0.7903322979057221
26462,0.10952658946416105,0.08345022182564668,0.8070231887101922
26463,0.07659765042870091,0.2613243062528907,0.6620780433184085
26464,0.08363724701632169,0.07035346311800993,0.8460092898656683
26465,0.13968073657900956,0.8481189948875738,0.012200268533416698
26466,0.0771186891153753,0.30054367898217227,0.6223376319024523
26467,0.09242001404706691,0.06381361585473325,0.8437663700981998
26468,0.13711220922410028,0.12131048809386287,0.7415773026820369
26469,0.17325305485480483,0.13913512917008428,0.6876118159751109
26470,0.17892379813343348,0.14450325688033905,0.6765729449862273
26471,0.19579364778961333,0.11306130320475935,0.6911450490056273
26472,0.17693773704267599,0.8011103684974041,0.021951894459920084
26473,0.09061090861063409,0.16727445622700804,0.7421146351623578
26474,0.0818407572035056,0.2832126991922199,0.6349465436042745
26475,0.04580391677277617,0.0971737161675921,0.8570223670596316
26476,0.07549368053421661,0.1785615788885975,0.745944740577186
26477,0.0811952130453177,0.13030509238869173,0.7884996945659907
26478,0.06998855972784163,0.08445136424602666,0.8455600760261315
26479,0.13541729279310608,0.1787554455537206,0.6858272616531733
26480,0.1346014120968724,0.15965623813803495,0.7057423497650925
26481,0.10398866288006267,0.10369314867942755,0.7923181884405097
26482,0.2690745521196527,0.7230070895461023,0.007918358334244965
26483,0.09362387011428386,0.11214233929880738,0.7942337905869087
26484,0.10544585436827784,0.13003124147272285,0.7645229041589993
26485,0.15179093358093107,0.14546243387480312,0.7027466325442657
26486,0.14092965061390164,0.10902678617802042,0.7500435632080781
26487,0.1425016624224067,0.09183233268150674,0.7656660048960865
26488,0.0767621967317301,0.16336718742524398,0.7598706158430258
26489,0.06417146955371124,0.22432858501601188,0.7114999454302767
26490,0.06294885092547409,0.2221558284589108,0.7148953206156151
26491,0.08523818834165847,0.20906856017999714,0.7056932514783444
26492,0.051063647619148285,0.14840294832210177,0.80053340405875
